file_path,file_name,format,width,height,aspect_ratio,file_size_bytes,page_or_component_uses,alt_texts,number_of_uses,public_route_count,unique_or_reused,is_category_fallback,used_in_open_graph,exact_duplicate_group,near_duplicate_groups,dominant_colours,palette_flags,status,phase_1_status,phase_1_note,topic_relevance,realism,colour_visual_interest,composition,technical_quality,brand_suitability,average_score,assessment_notes
public/images/guides/baby-outing-essentials-what-to-pack-before-leaving-the-house.webp,baby-outing-essentials-what-to-pack-before-leaving-the-house.webp,webp,1600,720,2.2222,104904,"route /categories/nursery-kids/ [inline] alt=""An entryway with an unbranded pram, packed nappy bag, sun hat and a small basket of outing essentials"" || route /guides/baby-outing-essentials-what-to-pack-before-leaving-the-house/ [hero] alt=""An entryway with an unbranded pram, packed nappy bag, sun hat and a small basket of outing essentials"" || source src/pages/guides/baby-outing-essentials-what-to-pack-before-leaving-the-house/index.astro:63 [source_literal] alt=""An entryway with an unbranded pram, packed nappy bag, sun hat and a small basket of outing essentials""","An entryway with an unbranded pram, packed nappy bag, sun hat and a small basket of outing essentials",3,2,reused,False,False,,,#b7aa96:23% | #3e3325:22% | #cdc5b9:16% | #7d6b57:15% | #a08d78:12%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/balcony-and-courtyard-garden-setup-what-to-plan-before-buying-pots-and-planters.webp,balcony-and-courtyard-garden-setup-what-to-plan-before-buying-pots-and-planters.webp,webp,1600,720,2.2222,160602,"route /categories/outdoor-garden/ [inline] alt=""A small apartment balcony with pots and wall planters grouped away from the railing and a clear floor"" || route /guides/balcony-and-courtyard-garden-setup-what-to-plan-before-buying-pots-and-planters/ [hero] alt=""A small apartment balcony with pots and wall planters grouped away from the railing and a clear floor"" || source src/pages/guides/balcony-and-courtyard-garden-setup-what-to-plan-before-buying-pots-and-planters/index.astro:63 [source_literal] alt=""A small apartment balcony with pots and wall planters grouped away from the railing and a clear floor""",A small apartment balcony with pots and wall planters grouped away from the railing and a clear floor,3,2,reused,False,False,,,#746f5c:26% | #3c3b33:22% | #b1a9a2:14% | #c6c4c3:14% | #989083:13%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/barbecue-area-setup-what-to-measure-before-buying-outdoor-cooking-gear.webp,barbecue-area-setup-what-to-measure-before-buying-outdoor-cooking-gear.webp,webp,1600,720,2.2222,182336,"route /categories/outdoor-garden/ [inline] alt=""A closed unbranded barbecue on a paved pad with open-air clearance and a separate serving trolley"" || route /guides/barbecue-area-setup-what-to-measure-before-buying-outdoor-cooking-gear/ [hero] alt=""A closed unbranded barbecue on a paved pad with open-air clearance and a separate serving trolley"" || source src/pages/guides/barbecue-area-setup-what-to-measure-before-buying-outdoor-cooking-gear/index.astro:63 [source_literal] alt=""A closed unbranded barbecue on a paved pad with open-air clearance and a separate serving trolley""",A closed unbranded barbecue on a paved pad with open-air clearance and a separate serving trolley,3,2,reused,False,False,,,#373937:20% | #928d7d:18% | #5b605f:18% | #c1b992:17% | #7f6e61:15%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bassinet-vs-cot.webp,bassinet-vs-cot.webp,webp,1600,720,2.2222,103040,"route /categories/nursery-kids/ [inline] alt=""An empty bassinet and cot with firm fitted sheets and clear floor space around both sleep areas"" || route /guides/bassinet-vs-cot/ [hero] alt=""An empty bassinet and cot with firm fitted sheets and clear floor space around both sleep areas"" || source src/pages/guides/bassinet-vs-cot/index.astro:71 [source_literal] alt=""An empty bassinet and cot with firm fitted sheets and clear floor space around both sleep areas""",An empty bassinet and cot with firm fitted sheets and clear floor space around both sleep areas,3,2,reused,False,False,,,#9f7e60:28% | #b8b2ac:22% | #785334:21% | #a59789:13% | #b89c82:8%,grey | beige_or_cream | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bathroom-essentials-australian-homes.webp,bathroom-essentials-australian-homes.webp,webp,1600,720,2.2222,109238,"route /categories/bathroom/ [inline] alt=""A practical bathroom with navy towels, a bath mat, plain soap dispensers, a small basket and spare toilet paper"" || route /guides/bathroom-essentials-australian-homes/ [hero] alt=""A practical bathroom with navy towels, a bath mat, plain soap dispensers, a small basket and spare toilet paper"" || route / [inline] alt=""A practical bathroom with navy towels, a bath mat, plain soap dispensers, a small basket and spare toilet paper"" || source src/pages/guides/bathroom-essentials-australian-homes/index.astro:68 [source_literal] alt=""A practical bathroom with navy towels, a bath mat, plain soap dispensers, a small basket and spare toilet paper""","A practical bathroom with navy towels, a bath mat, plain soap dispensers, a small basket and spare toilet paper",4,3,reused,False,False,,,#26262b:26% | #a69584:19% | #877360:16% | #c7c0b7:16% | #dedad7:13%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bathroom-product-storage-what-to-sort-before-buying-organisers.webp,bathroom-product-storage-what-to-sort-before-buying-organisers.webp,webp,1600,720,2.2222,66268,"route /categories/bathroom/ [inline] alt=""An open bathroom vanity drawer and cupboard with everyday products sorted into trays and portable caddies"" || route /guides/bathroom-product-storage-what-to-sort-before-buying-organisers/ [hero] alt=""An open bathroom vanity drawer and cupboard with everyday products sorted into trays and portable caddies"" || source src/pages/guides/bathroom-product-storage-what-to-sort-before-buying-organisers/index.astro:95 [source_literal] alt=""An open bathroom vanity drawer and cupboard with everyday products sorted into trays and portable caddies""",An open bathroom vanity drawer and cupboard with everyday products sorted into trays and portable caddies,3,2,reused,False,False,,,#554836:20% | #aaa297:20% | #918776:17% | #c2bbb1:16% | #7e7560:15%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bathroom-storage-what-to-measure-and-check-before-you-buy.webp,bathroom-storage-what-to-measure-and-check-before-you-buy.webp,webp,1600,720,2.2222,79134,"route /categories/bathroom/ [inline] alt=""A tidy bathroom with warm finishes, soft light and practical everyday storage"" || route /guides/bathroom-storage-what-to-measure-and-check-before-you-buy/ [hero] alt=""A tidy bathroom with warm finishes, soft light and practical everyday storage"" || source src/pages/guides/bathroom-storage-what-to-measure-and-check-before-you-buy/index.astro:69 [source_literal] alt=""A tidy bathroom with warm finishes, soft light and practical everyday storage""","A tidy bathroom with warm finishes, soft light and practical everyday storage",3,2,reused,False,False,,,#cbc7c2:20% | #1d2021:20% | #424d55:19% | #a8a39b:18% | #706556:13%,grey | beige_or_cream,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedding-and-linen-basics-for-australian-bedrooms.webp,bedding-and-linen-basics-for-australian-bedrooms.webp,webp,1600,720,2.2222,113056,"route /categories/bedroom/ [inline] alt=""A calm bedroom with layered bedding, folded linen and warm natural light"" || route /guides/bedding-and-linen-basics-for-australian-bedrooms/ [hero] alt=""A calm bedroom with layered bedding, folded linen and warm natural light"" || source src/pages/guides/bedding-and-linen-basics-for-australian-bedrooms/index.astro:73 [source_literal] alt=""A calm bedroom with layered bedding, folded linen and warm natural light""","A calm bedroom with layered bedding, folded linen and warm natural light",3,2,reused,False,False,,,#5e4938:23% | #949493:22% | #adb7ba:18% | #d2d6d6:17% | #e4e9e7:11%,grey | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedroom-drawers-tallboys-and-dressers-what-to-check-before-you-buy.webp,bedroom-drawers-tallboys-and-dressers-what-to-check-before-you-buy.webp,webp,1600,720,2.2222,131410,"route /categories/bedroom/ [inline] alt=""A calm bedroom with a timber dresser, folded clothes and warm natural light"" || route /guides/bedroom-drawers-tallboys-and-dressers-what-to-check-before-you-buy/ [hero] alt=""A calm bedroom with a timber dresser, folded clothes and warm natural light"" || source src/pages/guides/bedroom-drawers-tallboys-and-dressers-what-to-check-before-you-buy/index.astro:73 [source_literal] alt=""A calm bedroom with a timber dresser, folded clothes and warm natural light""","A calm bedroom with a timber dresser, folded clothes and warm natural light",3,2,reused,False,False,,,#181814:25% | #8a4d36:19% | #c2a28c:17% | #a57559:16% | #d8c5ba:12%,brown | coral_or_terracotta,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedroom-essentials-for-a-more-comfortable-home.webp,bedroom-essentials-for-a-more-comfortable-home.webp,webp,1600,720,2.2222,191888,"route /categories/bedroom/ [inline] alt=""A calm bedroom with soft bedding, warm light and practical storage"" || route /guides/bedroom-essentials-for-a-more-comfortable-home/ [hero] alt=""A calm bedroom with soft bedding, warm light and practical storage"" || source src/pages/guides/bedroom-essentials-for-a-more-comfortable-home/index.astro:102 [source_literal] alt=""A calm bedroom with soft bedding, warm light and practical storage""","A calm bedroom with soft bedding, warm light and practical storage",3,2,reused,False,False,,,#1e1c16:22% | #6e5d4a:21% | #513e2a:17% | #958673:15% | #303430:13%,brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedroom-lighting-and-window-coverings-what-to-compare-before-you-buy.webp,bedroom-lighting-and-window-coverings-what-to-compare-before-you-buy.webp,webp,1600,720,2.2222,92302,"route /categories/bedroom/ [inline] alt=""A calm bedroom with soft curtains, bedside lighting and warm natural light"" || route /guides/bedroom-lighting-and-window-coverings-what-to-compare-before-you-buy/ [hero] alt=""A calm bedroom with soft curtains, bedside lighting and warm natural light"" || source src/pages/guides/bedroom-lighting-and-window-coverings-what-to-compare-before-you-buy/index.astro:103 [source_literal] alt=""A calm bedroom with soft curtains, bedside lighting and warm natural light""","A calm bedroom with soft curtains, bedside lighting and warm natural light",3,2,reused,False,False,,,#150c09:25% | #34251c:21% | #715642:16% | #4b392c:15% | #5d4534:13%,brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedroom-storage-before-loose-overflow.webp,bedroom-storage-before-loose-overflow.webp,webp,1536,1024,1.5,142930,"route /guides/bedroom-storage-ideas-small-australian-rooms/ [inline] alt=""Loose shoes, tubs, linen and clothing crowding the floor and space beneath a compact bedroom bed"" || source src/pages/guides/bedroom-storage-ideas-small-australian-rooms/index.astro:165 [source_literal] alt=""Loose shoes, tubs, linen and clothing crowding the floor and space beneath a compact bedroom bed""","Loose shoes, tubs, linen and clothing crowding the floor and space beneath a compact bedroom bed",2,1,unique,False,False,,,#4a341b:22% | #bbaea0:20% | #cbc5bd:17% | #70583d:15% | #98836b:13%,grey | beige_or_cream | brown,KEEP,FINAL KEEP,,5,4,3,4,4,4,4.0,Useful intentional before image. Loose items and blocked zones are legible without becoming an implausible mess.
public/images/guides/bedroom-storage-clear-walkway.webp,bedroom-storage-clear-walkway.webp,webp,1536,1024,1.5,182668,"route /categories/bedroom/ [inline] alt=""A compact bedroom showing the bed footprint, open wardrobe and clear walking space beside the bed"" || route /guides/bedroom-storage-ideas-small-australian-rooms/ [inline] alt=""The same bedroom with an accessible under-bed drawer, organised wardrobe and clear route beside the bed"" || route /guides/mattress-sizes-australia/ [hero] alt=""A compact bedroom showing the bed footprint, open wardrobe and clear walking space beside the bed"" || source src/pages/guides/bedroom-storage-ideas-small-australian-rooms/index.astro:176 [source_literal] alt=""The same bedroom with an accessible under-bed drawer, organised wardrobe and clear route beside the bed"" || source src/pages/guides/mattress-sizes-australia/index.astro:54 [source_literal] alt=""A compact bedroom showing the bed footprint, open wardrobe and clear walking space beside the bed""","A compact bedroom showing the bed footprint, open wardrobe and clear walking space beside the bed || The same bedroom with an accessible under-bed drawer, organised wardrobe and clear route beside the bed",5,3,reused,False,False,,,#52361b:21% | #cbc3bb:18% | #b4a594:18% | #79583a:17% | #90765c:14%,grey | beige_or_cream | brown | warm_orange_grade,KEEP,TEMPORARY SAFE FALLBACK,"Retained on its original bedroom-storage guide and temporarily reused for the Mattress Sizes hero and featured card because it truthfully shows the bed footprint, wardrobe relationship and walking clearance.",5,4,3,4,4,4,4.0,Useful intentional after image with the same viewpoint as its companion and a clear circulation improvement.
public/images/guides/bedroom-storage-ideas-small-australian-rooms.webp,bedroom-storage-ideas-small-australian-rooms.webp,webp,1600,720,2.2222,88622,"route /categories/bedroom/ [inline] alt=""A calm small bedroom with soft bedding, warm light and practical storage"" || route /guides/bedroom-storage-ideas-small-australian-rooms/ [hero] alt=""A calm small bedroom with soft bedding, warm light and practical storage"" || route /guides/ [inline] alt=""A calm small bedroom with soft bedding, warm light and practical storage"" || route / [inline] alt=""A calm small bedroom with soft bedding, warm light and practical storage"" || source src/pages/guides/bedroom-storage-ideas-small-australian-rooms/index.astro:82 [source_literal] alt=""A calm small bedroom with soft bedding, warm light and practical storage""","A calm small bedroom with soft bedding, warm light and practical storage",5,4,reused,False,False,,,#513c26:21% | #aca295:20% | #c0bcb6:18% | #725d48:17% | #8e7b69:12%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedroom-wardrobe-organisation-what-to-sort-before-buying-storage.webp,bedroom-wardrobe-organisation-what-to-sort-before-buying-storage.webp,webp,1600,720,2.2222,84192,"route /categories/bedroom/ [inline] alt=""A calm bedroom wardrobe area with soft bedding, warm light and practical clothing storage"" || route /guides/bedroom-wardrobe-organisation-what-to-sort-before-buying-storage/ [hero] alt=""A calm bedroom wardrobe area with soft bedding, warm light and practical clothing storage"" || source src/pages/guides/bedroom-wardrobe-organisation-what-to-sort-before-buying-storage/index.astro:73 [source_literal] alt=""A calm bedroom wardrobe area with soft bedding, warm light and practical clothing storage""","A calm bedroom wardrobe area with soft bedding, warm light and practical clothing storage",3,2,reused,False,False,,,#3a2a14:21% | #7e591d:20% | #bbb5aa:19% | #a18a5f:16% | #e0dfdb:12%,grey | beige_or_cream | brown | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/bedside-table-setup-what-to-check-before-you-buy.webp,bedside-table-setup-what-to-check-before-you-buy.webp,webp,1600,720,2.2222,106988,"route /categories/bedroom/ [inline] alt=""A calm bedroom with a practical bedside table, lamp and soft bedding"" || route /guides/bedside-table-setup-what-to-check-before-you-buy/ [hero] alt=""A calm bedroom with a practical bedside table, lamp and soft bedding"" || source src/pages/guides/bedside-table-setup-what-to-check-before-you-buy/index.astro:74 [source_literal] alt=""A calm bedroom with a practical bedside table, lamp and soft bedding""","A calm bedroom with a practical bedside table, lamp and soft bedding",3,2,reused,False,False,,,#37281a:23% | #906b4e:21% | #b0815e:18% | #574a36:15% | #825035:12%,brown | coral_or_terracotta | warm_orange_grade,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/best-kitchen-storage-ideas-small-australian-homes.webp,best-kitchen-storage-ideas-small-australian-homes.webp,webp,1600,720,2.2222,93896,"route /categories/kitchen/ [inline] alt=""A warm kitchen with timber cabinetry, green accents and a tidy benchtop"" || route /guides/best-kitchen-storage-ideas-small-australian-homes/ [hero] alt=""A warm kitchen with timber cabinetry, green accents and a tidy benchtop"" || source src/pages/guides/best-kitchen-storage-ideas-small-australian-homes/index.astro:74 [source_literal] alt=""A warm kitchen with timber cabinetry, green accents and a tidy benchtop""","A warm kitchen with timber cabinetry, green accents and a tidy benchtop",3,2,reused,False,False,,,#151918:24% | #343531:23% | #57544d:16% | #dad6cf:14% | #bcb2a5:11%,grey | beige_or_cream | brown,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/cat-litter-tray-setup-what-to-plan-before-you-buy.webp,cat-litter-tray-setup-what-to-plan-before-you-buy.webp,webp,1600,720,2.2222,112312,"route /categories/pets/ [inline] alt=""A high-sided litter tray on a washable mat beside a screened louvre window with a scoop and sealed storage nearby"" || route /guides/cat-litter-tray-setup-what-to-plan-before-you-buy/ [hero] alt=""A high-sided litter tray on a washable mat beside a screened louvre window with a scoop and sealed storage nearby"" || source src/pages/guides/cat-litter-tray-setup-what-to-plan-before-you-buy/index.astro:86 [source_literal] alt=""A high-sided litter tray on a washable mat beside a screened louvre window with a scoop and sealed storage nearby""",A high-sided litter tray on a washable mat beside a screened louvre window with a scoop and sealed storage nearby,3,2,reused,False,False,,,#9a8f80:23% | #2c2924:20% | #60594f:15% | #847768:15% | #c8d0c3:14%,grey | beige_or_cream,PENDING,NOT IN PHASE 1,,,,,,,,,
public/images/guides/cleaning-product-storage-what-to-check-before-buying-cabinets-or-caddies.webp,cleaning-product-storage-what-to-check-before-buying-cabinets-or-caddies.webp,webp,1600,720,2.2222,77958,"route /categories/laundry/ [inline] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || route /guides/cleaning-product-storage-what-to-check-before-buying-cabinets-or-caddies/ [hero] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage"" || source src/pages/guides/cleaning-product-storage-what-to-check-before-buying-cabinets-or-caddies/index.astro:63 [source_literal] alt=""A practical laundry room with warm finishes, baskets and tidy everyday storage""","A practical laundry room with warm finishes, baskets and tidy everyday storage",3,2,reused,False,False,,,#121416:20% | #6a6568:20% | #2e333f:18% | #3e3c42:16% | #a6a19c:15%,grey,PENDING,NOT IN PHASE 1,,,,,,,,,
